Arthropod Taxa	Arthropod Species Scientific Name	Common Name	Tree Host(s)*	Endangered Risk Rating	Reference(s)	referenceCitation
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Cephalanthus occidentalis	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Cephalanthus occidentalis	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Cephalanthus occidentalis	Low	Wagner (2007)	Wagner DL (2007) Emerald ash borer threatens ash-feeding Lepidoptera. News Lepid Soc 49:10–11
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Fraxinus americanus	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Fraxinus americanus	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Fraxinus americanus	Low	Wagner (2007)	Wagner DL (2007) Emerald ash borer threatens ash-feeding Lepidoptera. News Lepid Soc 49:10–11
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Fraxinus nigra	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Fraxinus nigra	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Fraxinus nigra	Low	Wagner (2007)	Wagner DL (2007) Emerald ash borer threatens ash-feeding Lepidoptera. News Lepid Soc 49:10–11
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Fraxinus pennsylvanica	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Fraxinus pennsylvanica	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Papaipema furcata (J.B. Smith)	Ash Shoot Borer Moth	Fraxinus pennsylvanica	Low	Wagner (2007)	Wagner DL (2007) Emerald ash borer threatens ash-feeding Lepidoptera. News Lepid Soc 49:10–11
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Acer (including Acer negundo)	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Ambrosia trifida	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Catalpa	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Crataegus	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Fraxinus	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Malus domestica	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Platanus	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Populus	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Prunus (including Prunus persica)	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Rhus	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Sambucus	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Salix	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Ulmus	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Zea mays	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papaipema nebris (Guenée)	Stalk Borer	Other Species	Low	Solomon (1995)	Solomon JD (1995) Guide to insect borers in North American broadleaf trees and shrubs. USDA Forest Service, Agriculture Handbook AH-706
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Betula	Low	Craighead (1949)	Craighead FC (1949) Insect enemies of eastern forests. USDA Miscellaneous Publication No. 657, Washington, DC
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Betula	Low	Iftner et al. (1992)	Iftner DC, Shuey JA, Calhoun JV (1992) Butterflies and skippers of Ohio. The Ohio lepidopterists 9(1) , Research Report No. 3, Columbus, Ohio
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Betula	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Betula	Low	Cranshaw (2004)	Cranshaw W (2004) Garden insects of North America: the ultimate guide to backyard bugs. Princeton University Press, New Jersey
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Betula	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Betula	Low	Wagner et al. (1997)	Wagner DL, Giles V, Reardon RC et al (1997) Caterpillars of eastern forests. USDA Forest Service Forest Health Technology Enterprise Team, Technology Transfer, FHTET-96-34, Morgantown
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Betula	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus americanus	Low	Craighead (1949)	Craighead FC (1949) Insect enemies of eastern forests. USDA Miscellaneous Publication No. 657, Washington, DC
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus americanus	Low	Iftner et al. (1992)	Iftner DC, Shuey JA, Calhoun JV (1992) Butterflies and skippers of Ohio. The Ohio lepidopterists 9(1) , Research Report No. 3, Columbus, Ohio
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus americanus	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus americanus	Low	Cranshaw (2004)	Cranshaw W (2004) Garden insects of North America: the ultimate guide to backyard bugs. Princeton University Press, New Jersey
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus americanus	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus americanus	Low	Wagner et al. (1997)	Wagner DL, Giles V, Reardon RC et al (1997) Caterpillars of eastern forests. USDA Forest Service Forest Health Technology Enterprise Team, Technology Transfer, FHTET-96-34, Morgantown
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus americanus	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus caroliniana	Low	Craighead (1949)	Craighead FC (1949) Insect enemies of eastern forests. USDA Miscellaneous Publication No. 657, Washington, DC
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus caroliniana	Low	Iftner et al. (1992)	Iftner DC, Shuey JA, Calhoun JV (1992) Butterflies and skippers of Ohio. The Ohio lepidopterists 9(1) , Research Report No. 3, Columbus, Ohio
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus caroliniana	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus caroliniana	Low	Cranshaw (2004)	Cranshaw W (2004) Garden insects of North America: the ultimate guide to backyard bugs. Princeton University Press, New Jersey
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus caroliniana	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus caroliniana	Low	Wagner et al. (1997)	Wagner DL, Giles V, Reardon RC et al (1997) Caterpillars of eastern forests. USDA Forest Service Forest Health Technology Enterprise Team, Technology Transfer, FHTET-96-34, Morgantown
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus caroliniana	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus nigra	Low	Craighead (1949)	Craighead FC (1949) Insect enemies of eastern forests. USDA Miscellaneous Publication No. 657, Washington, DC
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus nigra	Low	Iftner et al. (1992)	Iftner DC, Shuey JA, Calhoun JV (1992) Butterflies and skippers of Ohio. The Ohio lepidopterists 9(1) , Research Report No. 3, Columbus, Ohio
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus nigra	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus nigra	Low	Cranshaw (2004)	Cranshaw W (2004) Garden insects of North America: the ultimate guide to backyard bugs. Princeton University Press, New Jersey
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus nigra	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus nigra	Low	Wagner et al. (1997)	Wagner DL, Giles V, Reardon RC et al (1997) Caterpillars of eastern forests. USDA Forest Service Forest Health Technology Enterprise Team, Technology Transfer, FHTET-96-34, Morgantown
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus nigra	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus pennsylvanica	Low	Craighead (1949)	Craighead FC (1949) Insect enemies of eastern forests. USDA Miscellaneous Publication No. 657, Washington, DC
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus pennsylvanica	Low	Iftner et al. (1992)	Iftner DC, Shuey JA, Calhoun JV (1992) Butterflies and skippers of Ohio. The Ohio lepidopterists 9(1) , Research Report No. 3, Columbus, Ohio
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus pennsylvanica	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus pennsylvanica	Low	Cranshaw (2004)	Cranshaw W (2004) Garden insects of North America: the ultimate guide to backyard bugs. Princeton University Press, New Jersey
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus pennsylvanica	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus pennsylvanica	Low	Wagner et al. (1997)	Wagner DL, Giles V, Reardon RC et al (1997) Caterpillars of eastern forests. USDA Forest Service Forest Health Technology Enterprise Team, Technology Transfer, FHTET-96-34, Morgantown
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Fraxinus pennsylvanica	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Laurus nobilis	Low	Craighead (1949)	Craighead FC (1949) Insect enemies of eastern forests. USDA Miscellaneous Publication No. 657, Washington, DC
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Laurus nobilis	Low	Iftner et al. (1992)	Iftner DC, Shuey JA, Calhoun JV (1992) Butterflies and skippers of Ohio. The Ohio lepidopterists 9(1) , Research Report No. 3, Columbus, Ohio
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Laurus nobilis	Low	Rings and Downer (2001)	Rings RW, Downer RA (2001) The Lepidoptera of Wayne County, Ohio. The Ohio State University, Ohio Agricultural Research and Development Center, Research Bulletin No. 1192
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Laurus nobilis	Low	Cranshaw (2004)	Cranshaw W (2004) Garden insects of North America: the ultimate guide to backyard bugs. Princeton University Press, New Jersey
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Laurus nobilis	Low	Wagner (2005)	Wagner DL (2005) Caterpillars of eastern North America: a guide to identification and natural history. Princeton field guides. Princeton University Press, Singapore
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Laurus nobilis	Low	Wagner et al. (1997)	Wagner DL, Giles V, Reardon RC et al (1997) Caterpillars of eastern forests. USDA Forest Service Forest Health Technology Enterprise Team, Technology Transfer, FHTET-96-34, Morgantown
Lepidoptera	Papilio glaucus Linnaeus	Eastern Tiger Swallowtail	Laurus nobilis	Low	Robinson et al. (2007)	Robinson GS, Ackery PR, Kitching IJ et al (2007) HOSTS—a database of the world’s Lepidopteran hostplants. URL: http://www.nhm.ac.uk/research-curation/projects/hostplants/
